condition_id,transition_id,object_id,reference_tier,source_family,arm,snr,criterion_id,N_eligible_realizations,N_fit_completed,N_fit_valid,N_classifiable,N_CL,N_nonCL,N_unclassifiable,p_i,u_i,applicable_by_design
J133551.98+544450.1|faint_only|snr5,J133551.98+544450.1,J133551.98+544450.1,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J133551.98+544450.1|faint_only|snr5,J133551.98+544450.1,J133551.98+544450.1,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,50,50,32,32,8,24,18,0.25,0.36,True
J133551.98+544450.1|matched|snr10,J133551.98+544450.1,J133551.98+544450.1,GOLD,Dong2025_SDSS_LAMOST,matched,10,GREEN2022_FINAL,50,50,50,50,22,28,0,0.44,0.0,True
J133551.98+544450.1|matched|snr10,J133551.98+544450.1,J133551.98+544450.1,GOLD,Dong2025_SDSS_LAMOST,matched,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J133551.98+544450.1|matched|snr10,J133551.98+544450.1,J133551.98+544450.1,GOLD,Dong2025_SDSS_LAMOST,matched,10,YANG2024_FINAL,50,50,28,28,3,25,22,0.10714285714285714,0.44,True
J133551.98+544450.1|matched|snr5,J133551.98+544450.1,J133551.98+544450.1,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,50,50,50,50,0,50,0,0.0,0.0,True
J133551.98+544450.1|matched|snr5,J133551.98+544450.1,J133551.98+544450.1,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J133551.98+544450.1|matched|snr5,J133551.98+544450.1,J133551.98+544450.1,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,50,50,29,29,7,22,21,0.2413793103448276,0.42,True
J134133.73+090356.7|faint_only|snr10,J134133.73+090356.7,J134133.73+090356.7,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,GREEN2022_FINAL,50,0,0,0,0,0,50,,1.0,False
J134133.73+090356.7|faint_only|snr10,J134133.73+090356.7,J134133.73+090356.7,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J134133.73+090356.7|faint_only|snr10,J134133.73+090356.7,J134133.73+090356.7,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,YANG2024_FINAL,50,0,0,0,0,0,50,,1.0,False
J134133.73+090356.7|faint_only|snr5,J134133.73+090356.7,J134133.73+090356.7,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,50,0,0,0,0,0,50,,1.0,False
J134133.73+090356.7|faint_only|snr5,J134133.73+090356.7,J134133.73+090356.7,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J134133.73+090356.7|faint_only|snr5,J134133.73+090356.7,J134133.73+090356.7,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,50,0,0,0,0,0,50,,1.0,False
J134133.73+090356.7|matched|snr10,J134133.73+090356.7,J134133.73+090356.7,GOLD,Dong2025_SDSS_LAMOST,matched,10,GREEN2022_FINAL,50,0,0,0,0,0,50,,1.0,False
J134133.73+090356.7|matched|snr10,J134133.73+090356.7,J134133.73+090356.7,GOLD,Dong2025_SDSS_LAMOST,matched,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J134133.73+090356.7|matched|snr10,J134133.73+090356.7,J134133.73+090356.7,GOLD,Dong2025_SDSS_LAMOST,matched,10,YANG2024_FINAL,50,0,0,0,0,0,50,,1.0,False
J134133.73+090356.7|matched|snr5,J134133.73+090356.7,J134133.73+090356.7,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,50,0,0,0,0,0,50,,1.0,False
J134133.73+090356.7|matched|snr5,J134133.73+090356.7,J134133.73+090356.7,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J134133.73+090356.7|matched|snr5,J134133.73+090356.7,J134133.73+090356.7,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,50,0,0,0,0,0,50,,1.0,False
J135255.68+252859.6|faint_only|snr10,J135255.68+252859.6,J135255.68+252859.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,GREEN2022_FINAL,50,50,50,50,48,2,0,0.96,0.0,True
J135255.68+252859.6|faint_only|snr10,J135255.68+252859.6,J135255.68+252859.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J135255.68+252859.6|faint_only|snr10,J135255.68+252859.6,J135255.68+252859.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,YANG2024_FINAL,50,50,22,22,0,22,28,0.0,0.56,True
J135255.68+252859.6|faint_only|snr5,J135255.68+252859.6,J135255.68+252859.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,50,50,50,50,9,41,0,0.18,0.0,True
J135255.68+252859.6|faint_only|snr5,J135255.68+252859.6,J135255.68+252859.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J135255.68+252859.6|faint_only|snr5,J135255.68+252859.6,J135255.68+252859.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,50,50,20,20,4,16,30,0.2,0.6,True
J135255.68+252859.6|matched|snr10,J135255.68+252859.6,J135255.68+252859.6,GOLD,Dong2025_SDSS_LAMOST,matched,10,GREEN2022_FINAL,50,50,50,50,42,8,0,0.84,0.0,True
J135255.68+252859.6|matched|snr10,J135255.68+252859.6,J135255.68+252859.6,GOLD,Dong2025_SDSS_LAMOST,matched,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J135255.68+252859.6|matched|snr10,J135255.68+252859.6,J135255.68+252859.6,GOLD,Dong2025_SDSS_LAMOST,matched,10,YANG2024_FINAL,50,50,22,22,2,20,28,0.09090909090909091,0.56,True
J135255.68+252859.6|matched|snr5,J135255.68+252859.6,J135255.68+252859.6,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,50,50,50,50,2,48,0,0.04,0.0,True
J135255.68+252859.6|matched|snr5,J135255.68+252859.6,J135255.68+252859.6,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J135255.68+252859.6|matched|snr5,J135255.68+252859.6,J135255.68+252859.6,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,50,50,18,18,4,14,32,0.2222222222222222,0.64,True
J135750.26+614309.0|faint_only|snr5,J135750.26+614309.0,J135750.26+614309.0,GOLD,Zeltyn2024_SDSSV,faint_only,5,GREEN2022_FINAL,50,0,0,0,0,0,50,,1.0,False
J135750.26+614309.0|faint_only|snr5,J135750.26+614309.0,J135750.26+614309.0,GOLD,Zeltyn2024_SDSSV,faint_only,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J135750.26+614309.0|faint_only|snr5,J135750.26+614309.0,J135750.26+614309.0,GOLD,Zeltyn2024_SDSSV,faint_only,5,YANG2024_FINAL,50,50,30,30,5,25,20,0.16666666666666666,0.4,True
J135750.26+614309.0|matched|snr5,J135750.26+614309.0,J135750.26+614309.0,GOLD,Zeltyn2024_SDSSV,matched,5,GREEN2022_FINAL,50,0,0,0,0,0,50,,1.0,False
J135750.26+614309.0|matched|snr5,J135750.26+614309.0,J135750.26+614309.0,GOLD,Zeltyn2024_SDSSV,matched,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J135750.26+614309.0|matched|snr5,J135750.26+614309.0,J135750.26+614309.0,GOLD,Zeltyn2024_SDSSV,matched,5,YANG2024_FINAL,50,50,23,23,3,20,27,0.13043478260869565,0.54,True
J140207.59+284859.3|faint_only|snr5,J140207.59+284859.3,J140207.59+284859.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,50,50,50,50,17,33,0,0.34,0.0,True
J140207.59+284859.3|faint_only|snr5,J140207.59+284859.3,J140207.59+284859.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J140207.59+284859.3|faint_only|snr5,J140207.59+284859.3,J140207.59+284859.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,50,50,5,5,2,3,45,0.4,0.9,True
J140207.59+284859.3|matched|snr5,J140207.59+284859.3,J140207.59+284859.3,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,50,50,50,50,8,42,0,0.16,0.0,True
J140207.59+284859.3|matched|snr5,J140207.59+284859.3,J140207.59+284859.3,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J140207.59+284859.3|matched|snr5,J140207.59+284859.3,J140207.59+284859.3,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,50,50,5,5,2,3,45,0.4,0.9,True
J140515.59+542458.0|faint_only|snr10,J140515.59+542458.0,J140515.59+542458.0,GOLD,Zeltyn2024_SDSSV,faint_only,10,GREEN2022_FINAL,50,50,50,50,44,6,0,0.88,0.0,True
J140515.59+542458.0|faint_only|snr10,J140515.59+542458.0,J140515.59+542458.0,GOLD,Zeltyn2024_SDSSV,faint_only,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J140515.59+542458.0|faint_only|snr10,J140515.59+542458.0,J140515.59+542458.0,GOLD,Zeltyn2024_SDSSV,faint_only,10,YANG2024_FINAL,50,50,0,0,0,0,50,,1.0,True
J140515.59+542458.0|faint_only|snr5,J140515.59+542458.0,J140515.59+542458.0,GOLD,Zeltyn2024_SDSSV,faint_only,5,GREEN2022_FINAL,50,50,50,50,1,49,0,0.02,0.0,True
J140515.59+542458.0|faint_only|snr5,J140515.59+542458.0,J140515.59+542458.0,GOLD,Zeltyn2024_SDSSV,faint_only,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J140515.59+542458.0|faint_only|snr5,J140515.59+542458.0,J140515.59+542458.0,GOLD,Zeltyn2024_SDSSV,faint_only,5,YANG2024_FINAL,50,50,0,0,0,0,50,,1.0,True
J140515.59+542458.0|matched|snr10,J140515.59+542458.0,J140515.59+542458.0,GOLD,Zeltyn2024_SDSSV,matched,10,GREEN2022_FINAL,50,50,50,50,1,49,0,0.02,0.0,True
J140515.59+542458.0|matched|snr10,J140515.59+542458.0,J140515.59+542458.0,GOLD,Zeltyn2024_SDSSV,matched,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J140515.59+542458.0|matched|snr10,J140515.59+542458.0,J140515.59+542458.0,GOLD,Zeltyn2024_SDSSV,matched,10,YANG2024_FINAL,50,50,5,5,5,0,45,1.0,0.9,True
J140515.59+542458.0|matched|snr5,J140515.59+542458.0,J140515.59+542458.0,GOLD,Zeltyn2024_SDSSV,matched,5,GREEN2022_FINAL,50,50,50,50,0,50,0,0.0,0.0,True
J140515.59+542458.0|matched|snr5,J140515.59+542458.0,J140515.59+542458.0,GOLD,Zeltyn2024_SDSSV,matched,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J140515.59+542458.0|matched|snr5,J140515.59+542458.0,J140515.59+542458.0,GOLD,Zeltyn2024_SDSSV,matched,5,YANG2024_FINAL,50,50,4,4,4,0,46,1.0,0.92,True
J150026.17+374732.4|faint_only|snr5,J150026.17+374732.4,J150026.17+374732.4,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,50,50,50,50,0,50,0,0.0,0.0,True
J150026.17+374732.4|faint_only|snr5,J150026.17+374732.4,J150026.17+374732.4,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J150026.17+374732.4|faint_only|snr5,J150026.17+374732.4,J150026.17+374732.4,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,50,50,13,13,7,6,37,0.5384615384615384,0.74,True
J150026.17+374732.4|matched|snr5,J150026.17+374732.4,J150026.17+374732.4,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,50,50,50,50,2,48,0,0.04,0.0,True
J150026.17+374732.4|matched|snr5,J150026.17+374732.4,J150026.17+374732.4,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J150026.17+374732.4|matched|snr5,J150026.17+374732.4,J150026.17+374732.4,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,50,50,12,12,5,7,38,0.4166666666666667,0.76,True
J152904.77+024640.4|faint_only|snr5,J152904.77+024640.4,J152904.77+024640.4,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,50,50,50,50,0,50,0,0.0,0.0,True
J152904.77+024640.4|faint_only|snr5,J152904.77+024640.4,J152904.77+024640.4,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J152904.77+024640.4|faint_only|snr5,J152904.77+024640.4,J152904.77+024640.4,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,50,50,0,0,0,0,50,,1.0,True
J152904.77+024640.4|matched|snr5,J152904.77+024640.4,J152904.77+024640.4,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,50,50,50,50,0,50,0,0.0,0.0,True
J152904.77+024640.4|matched|snr5,J152904.77+024640.4,J152904.77+024640.4,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J152904.77+024640.4|matched|snr5,J152904.77+024640.4,J152904.77+024640.4,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,50,50,12,12,3,9,38,0.25,0.76,True
J160157.53+490207.8|faint_only|snr5,J160157.53+490207.8,J160157.53+490207.8,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,50,50,50,50,50,0,0,1.0,0.0,True
J160157.53+490207.8|faint_only|snr5,J160157.53+490207.8,J160157.53+490207.8,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J160157.53+490207.8|faint_only|snr5,J160157.53+490207.8,J160157.53+490207.8,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,50,50,8,8,8,0,42,1.0,0.84,True
J160157.53+490207.8|matched|snr5,J160157.53+490207.8,J160157.53+490207.8,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,50,50,50,50,21,29,0,0.42,0.0,True
J160157.53+490207.8|matched|snr5,J160157.53+490207.8,J160157.53+490207.8,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J160157.53+490207.8|matched|snr5,J160157.53+490207.8,J160157.53+490207.8,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,50,50,8,8,7,1,42,0.875,0.84,True
SDSSJ000236.25-002724.8|faint_only|snr10,SDSSJ000236.25-002724.8,SDSSJ000236.25-002724.8,GOLD,Potts2021,faint_only,10,GREEN2022_FINAL,50,50,50,50,0,50,0,0.0,0.0,True
SDSSJ000236.25-002724.8|faint_only|snr10,SDSSJ000236.25-002724.8,SDSSJ000236.25-002724.8,GOLD,Potts2021,faint_only,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
SDSSJ000236.25-002724.8|faint_only|snr10,SDSSJ000236.25-002724.8,SDSSJ000236.25-002724.8,GOLD,Potts2021,faint_only,10,YANG2024_FINAL,50,50,25,25,0,25,25,0.0,0.5,True
SDSSJ000236.25-002724.8|faint_only|snr5,SDSSJ000236.25-002724.8,SDSSJ000236.25-002724.8,GOLD,Potts2021,faint_only,5,GREEN2022_FINAL,50,50,50,50,0,50,0,0.0,0.0,True
SDSSJ000236.25-002724.8|faint_only|snr5,SDSSJ000236.25-002724.8,SDSSJ000236.25-002724.8,GOLD,Potts2021,faint_only,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
SDSSJ000236.25-002724.8|faint_only|snr5,SDSSJ000236.25-002724.8,SDSSJ000236.25-002724.8,GOLD,Potts2021,faint_only,5,YANG2024_FINAL,50,50,13,13,0,13,37,0.0,0.74,True
SDSSJ000236.25-002724.8|matched|snr10,SDSSJ000236.25-002724.8,SDSSJ000236.25-002724.8,GOLD,Potts2021,matched,10,GREEN2022_FINAL,50,50,50,50,0,50,0,0.0,0.0,True
SDSSJ000236.25-002724.8|matched|snr10,SDSSJ000236.25-002724.8,SDSSJ000236.25-002724.8,GOLD,Potts2021,matched,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
SDSSJ000236.25-002724.8|matched|snr10,SDSSJ000236.25-002724.8,SDSSJ000236.25-002724.8,GOLD,Potts2021,matched,10,YANG2024_FINAL,50,50,20,20,0,20,30,0.0,0.6,True
SDSSJ000236.25-002724.8|matched|snr5,SDSSJ000236.25-002724.8,SDSSJ000236.25-002724.8,GOLD,Potts2021,matched,5,GREEN2022_FINAL,50,50,50,50,3,47,0,0.06,0.0,True
SDSSJ000236.25-002724.8|matched|snr5,SDSSJ000236.25-002724.8,SDSSJ000236.25-002724.8,GOLD,Potts2021,matched,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
SDSSJ000236.25-002724.8|matched|snr5,SDSSJ000236.25-002724.8,SDSSJ000236.25-002724.8,GOLD,Potts2021,matched,5,YANG2024_FINAL,50,50,11,11,1,10,39,0.09090909090909091,0.78,True
SDSSJ012256.19-000252.68|faint_only|snr10,SDSSJ012256.19-000252.68,SDSSJ012256.19-000252.68,SILVER,MacLeod2016,faint_only,10,GREEN2022_FINAL,50,50,50,50,36,14,0,0.72,0.0,True
SDSSJ012256.19-000252.68|faint_only|snr10,SDSSJ012256.19-000252.68,SDSSJ012256.19-000252.68,SILVER,MacLeod2016,faint_only,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
SDSSJ012256.19-000252.68|faint_only|snr10,SDSSJ012256.19-000252.68,SDSSJ012256.19-000252.68,SILVER,MacLeod2016,faint_only,10,YANG2024_FINAL,50,50,13,13,3,10,37,0.23076923076923078,0.74,True
SDSSJ012256.19-000252.68|faint_only|snr5,SDSSJ012256.19-000252.68,SDSSJ012256.19-000252.68,SILVER,MacLeod2016,faint_only,5,GREEN2022_FINAL,50,50,50,50,2,48,0,0.04,0.0,True
SDSSJ012256.19-000252.68|faint_only|snr5,SDSSJ012256.19-000252.68,SDSSJ012256.19-000252.68,SILVER,MacLeod2016,faint_only,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
SDSSJ012256.19-000252.68|faint_only|snr5,SDSSJ012256.19-000252.68,SDSSJ012256.19-000252.68,SILVER,MacLeod2016,faint_only,5,YANG2024_FINAL,50,50,21,21,7,14,29,0.3333333333333333,0.58,True
SDSSJ012256.19-000252.68|matched|snr10,SDSSJ012256.19-000252.68,SDSSJ012256.19-000252.68,SILVER,MacLeod2016,matched,10,GREEN2022_FINAL,50,50,50,50,11,39,0,0.22,0.0,True
SDSSJ012256.19-000252.68|matched|snr10,SDSSJ012256.19-000252.68,SDSSJ012256.19-000252.68,SILVER,MacLeod2016,matched,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
SDSSJ012256.19-000252.68|matched|snr10,SDSSJ012256.19-000252.68,SDSSJ012256.19-000252.68,SILVER,MacLeod2016,matched,10,YANG2024_FINAL,50,50,7,7,1,6,43,0.14285714285714285,0.86,True
SDSSJ012256.19-000252.68|matched|snr5,SDSSJ012256.19-000252.68,SDSSJ012256.19-000252.68,SILVER,MacLeod2016,matched,5,GREEN2022_FINAL,50,50,50,50,0,50,0,0.0,0.0,True
SDSSJ012256.19-000252.68|matched|snr5,SDSSJ012256.19-000252.68,SDSSJ012256.19-000252.68,SILVER,MacLeod2016,matched,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
SDSSJ012256.19-000252.68|matched|snr5,SDSSJ012256.19-000252.68,SDSSJ012256.19-000252.68,SILVER,MacLeod2016,matched,5,YANG2024_FINAL,50,50,17,17,5,12,33,0.29411764705882354,0.66,True
SDSSJ012648.08-083948.0|faint_only|snr10,SDSSJ012648.08-083948.0,SDSSJ012648.08-083948.0,GOLD,Ruan2016,faint_only,10,GREEN2022_FINAL,50,50,50,50,41,9,0,0.82,0.0,True
SDSSJ012648.08-083948.0|faint_only|snr10,SDSSJ012648.08-083948.0,SDSSJ012648.08-083948.0,GOLD,Ruan2016,faint_only,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
SDSSJ012648.08-083948.0|faint_only|snr10,SDSSJ012648.08-083948.0,SDSSJ012648.08-083948.0,GOLD,Ruan2016,faint_only,10,YANG2024_FINAL,50,0,0,0,0,0,50,,1.0,False
SDSSJ012648.08-083948.0|faint_only|snr5,SDSSJ012648.08-083948.0,SDSSJ012648.08-083948.0,GOLD,Ruan2016,faint_only,5,GREEN2022_FINAL,50,50,50,50,26,24,0,0.52,0.0,True
SDSSJ012648.08-083948.0|faint_only|snr5,SDSSJ012648.08-083948.0,SDSSJ012648.08-083948.0,GOLD,Ruan2016,faint_only,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
SDSSJ012648.08-083948.0|faint_only|snr5,SDSSJ012648.08-083948.0,SDSSJ012648.08-083948.0,GOLD,Ruan2016,faint_only,5,YANG2024_FINAL,50,0,0,0,0,0,50,,1.0,False
SDSSJ012648.08-083948.0|matched|snr10,SDSSJ012648.08-083948.0,SDSSJ012648.08-083948.0,GOLD,Ruan2016,matched,10,GREEN2022_FINAL,50,50,50,50,22,28,0,0.44,0.0,True
SDSSJ012648.08-083948.0|matched|snr10,SDSSJ012648.08-083948.0,SDSSJ012648.08-083948.0,GOLD,Ruan2016,matched,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
SDSSJ012648.08-083948.0|matched|snr10,SDSSJ012648.08-083948.0,SDSSJ012648.08-083948.0,GOLD,Ruan2016,matched,10,YANG2024_FINAL,50,50,0,0,0,0,50,,1.0,True
SDSSJ012648.08-083948.0|matched|snr5,SDSSJ012648.08-083948.0,SDSSJ012648.08-083948.0,GOLD,Ruan2016,matched,5,GREEN2022_FINAL,50,50,50,50,12,38,0,0.24,0.0,True
SDSSJ012648.08-083948.0|matched|snr5,SDSSJ012648.08-083948.0,SDSSJ012648.08-083948.0,GOLD,Ruan2016,matched,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
SDSSJ012648.08-083948.0|matched|snr5,SDSSJ012648.08-083948.0,SDSSJ012648.08-083948.0,GOLD,Ruan2016,matched,5,YANG2024_FINAL,50,50,8,8,7,1,42,0.875,0.84,True
SDSSJ015957.64+003310.4|faint_only|snr10,SDSSJ015957.64+003310.4,SDSSJ015957.64+003310.4,GOLD,LaMassa2015,faint_only,10,GREEN2022_FINAL,50,50,50,50,50,0,0,1.0,0.0,True
SDSSJ015957.64+003310.4|faint_only|snr10,SDSSJ015957.64+003310.4,SDSSJ015957.64+003310.4,GOLD,LaMassa2015,faint_only,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
SDSSJ015957.64+003310.4|faint_only|snr10,SDSSJ015957.64+003310.4,SDSSJ015957.64+003310.4,GOLD,LaMassa2015,faint_only,10,YANG2024_FINAL,50,0,0,0,0,0,50,,1.0,False
SDSSJ015957.64+003310.4|faint_only|snr5,SDSSJ015957.64+003310.4,SDSSJ015957.64+003310.4,GOLD,LaMassa2015,faint_only,5,GREEN2022_FINAL,50,50,50,50,50,0,0,1.0,0.0,True
SDSSJ015957.64+003310.4|faint_only|snr5,SDSSJ015957.64+003310.4,SDSSJ015957.64+003310.4,GOLD,LaMassa2015,faint_only,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
SDSSJ015957.64+003310.4|faint_only|snr5,SDSSJ015957.64+003310.4,SDSSJ015957.64+003310.4,GOLD,LaMassa2015,faint_only,5,YANG2024_FINAL,50,0,0,0,0,0,50,,1.0,False
SDSSJ015957.64+003310.4|matched|snr10,SDSSJ015957.64+003310.4,SDSSJ015957.64+003310.4,GOLD,LaMassa2015,matched,10,GREEN2022_FINAL,50,50,50,50,50,0,0,1.0,0.0,True
SDSSJ015957.64+003310.4|matched|snr10,SDSSJ015957.64+003310.4,SDSSJ015957.64+003310.4,GOLD,LaMassa2015,matched,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
SDSSJ015957.64+003310.4|matched|snr10,SDSSJ015957.64+003310.4,SDSSJ015957.64+003310.4,GOLD,LaMassa2015,matched,10,YANG2024_FINAL,50,0,0,0,0,0,50,,1.0,False
SDSSJ015957.64+003310.4|matched|snr5,SDSSJ015957.64+003310.4,SDSSJ015957.64+003310.4,GOLD,LaMassa2015,matched,5,GREEN2022_FINAL,50,50,50,50,13,37,0,0.26,0.0,True
SDSSJ015957.64+003310.4|matched|snr5,SDSSJ015957.64+003310.4,SDSSJ015957.64+003310.4,GOLD,LaMassa2015,matched,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
SDSSJ015957.64+003310.4|matched|snr5,SDSSJ015957.64+003310.4,SDSSJ015957.64+003310.4,GOLD,LaMassa2015,matched,5,YANG2024_FINAL,50,0,0,0,0,0,50,,1.0,False
SDSSJ021359.79+004226.81|faint_only|snr10,SDSSJ021359.79+004226.81,SDSSJ021359.79+004226.81,GOLD,Green2022,faint_only,10,GREEN2022_FINAL,50,50,50,50,7,43,0,0.14,0.0,True
SDSSJ021359.79+004226.81|faint_only|snr10,SDSSJ021359.79+004226.81,SDSSJ021359.79+004226.81,GOLD,Green2022,faint_only,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
SDSSJ021359.79+004226.81|faint_only|snr10,SDSSJ021359.79+004226.81,SDSSJ021359.79+004226.81,GOLD,Green2022,faint_only,10,YANG2024_FINAL,50,50,20,20,18,2,30,0.9,0.6,True
SDSSJ021359.79+004226.81|faint_only|snr5,SDSSJ021359.79+004226.81,SDSSJ021359.79+004226.81,GOLD,Green2022,faint_only,5,GREEN2022_FINAL,50,50,50,50,1,49,0,0.02,0.0,True
SDSSJ021359.79+004226.81|faint_only|snr5,SDSSJ021359.79+004226.81,SDSSJ021359.79+004226.81,GOLD,Green2022,faint_only,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
SDSSJ021359.79+004226.81|faint_only|snr5,SDSSJ021359.79+004226.81,SDSSJ021359.79+004226.81,GOLD,Green2022,faint_only,5,YANG2024_FINAL,50,50,22,22,19,3,28,0.8636363636363636,0.56,True
SDSSJ021359.79+004226.81|matched|snr10,SDSSJ021359.79+004226.81,SDSSJ021359.79+004226.81,GOLD,Green2022,matched,10,GREEN2022_FINAL,50,50,50,50,0,50,0,0.0,0.0,True
SDSSJ021359.79+004226.81|matched|snr10,SDSSJ021359.79+004226.81,SDSSJ021359.79+004226.81,GOLD,Green2022,matched,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
