series,wavelength_rest,flux
observed_faint,4607.649937985283,8.8336410522460938
observed_faint,4608.7099217983759,8.8607873916625977
observed_faint,4609.7726801273593,10.757694244384766
observed_faint,4610.8331522744929,12.104100227355957
observed_faint,4611.8938683818506,10.825665473937988
observed_faint,4612.9573609218842,10.570854187011719
observed_faint,4614.0185657006505,10.332149505615234
observed_faint,4615.0825481911925,11.667646408081055
observed_faint,4616.1442418664965,10.089457511901855
observed_faint,4617.208714533268,10.355783462524414
observed_faint,4618.2708973303452,11.438485145568848
observed_faint,4619.3333244811784,11.073233604431152
observed_faint,4620.3985325433569,11.181195259094238
observed_faint,4621.461449153875,11.971712112426758
observed_faint,4622.5271479569028,11.366281509399414
observed_faint,4623.5905542525998,12.146755218505859
observed_faint,4624.6567440225608,10.807119369506836
observed_faint,4625.720640229034,11.884526252746582
observed_faint,4626.7847811834308,12.27377986907959
observed_faint,4627.8517075350674,10.266152381896973
observed_faint,4628.9163387386989,7.9717574119567871
observed_faint,4629.9837566227998,10.092516899108887
observed_faint,4631.0488783015207,11.403587341308594
observed_faint,4632.1167879445347,10.938302993774414
observed_faint,4633.1824003243091,10.779458999633789
observed_faint,4634.2482578468098,11.765852928161621
observed_faint,4635.3169052596813,11.747314453125
observed_faint,4636.3832538222377,10.776800155639648
observed_faint,4637.4523935604657,10.840486526489258
observed_faint,4638.5192333892992,10.375946998596191
observed_faint,4639.5888656796978,10.358400344848633
observed_faint,4640.6561970011353,14.418865203857422
observed_faint,4641.7263220706218,12.79591178894043
observed_faint,4642.7941451110928,3.7006316184997559
observed_faint,4643.8622138028513,6.7679095268249512
observed_faint,4644.9330781727322,10.663835525512695
observed_faint,4646.0016389232305,14.754953384399414
observed_faint,4647.0729966398194,8.7487077713012695
observed_faint,4648.1420496757473,2.387077808380127
observed_faint,4649.2139009663279,9.0465250015258789
observed_faint,4650.2834465144851,10.089399337768555
observed_faint,4651.3532381101886,8.7884702682495117
observed_faint,4652.4258298937302,9.6850357055664062
observed_faint,4653.496114341915,10.011930465698242
observed_faint,4654.5692002679825,10.516067504882812
observed_faint,4655.6399777957049,8.9385271072387695
observed_faint,4656.7135580919494,9.4847898483276367
observed_faint,4657.784828926372,10.362297058105469
observed_faint,4658.8563462052416,9.142582893371582
observed_faint,4659.9306681889384,10.338547706604004
observed_faint,4661.0026791153105,11.000752449035645
observed_faint,4662.0774960386352,10.953876495361328
observed_faint,4663.1500008399335,10.920550346374512
observed_faint,4664.2253129309047,10.2755126953125
observed_faint,4665.2983118346565,10.181076049804688
observed_faint,4666.3715575803953,10.562376022338867
observed_faint,4667.4476125552364,10.509644508361816
observed_faint,4668.5213527447822,9.2139053344726562
observed_faint,4669.5979034576394,9.1487054824829102
observed_faint,4670.6721383187805,8.5899667739868164
observed_faint,4671.7491849980415,9.9725570678710938
observed_faint,4672.8239147586746,9.4447593688964844
observed_faint,4673.898891759477,8.3112545013427734
observed_faint,4674.9766825209545,8.8238334655761719
observed_faint,4676.0521547631515,10.240909576416016
observed_faint,4677.130442062321,10.718035697937012
observed_faint,4678.2064097740695,8.9870662689208984
